segment_id,area_m2,east,north,b4,b3,b2,b8,ndvi,ndvi_change,ratio_rg_change,brightness,brightness_change,gndvi,slope_max,slope_mean,nd_std,height_mean,height_min,height_max,Type
L15_S202,37000.0,643679.2432432432,3972113.513513514,515.3675675675676,786.2378378378377,830.1837837837837,2866.502702702703,0.6943139280016358,0.010060020014635802,0.493691648744248,0.7105963967941903,-0.15433534046484007,0.5681697462861602,27.49749755859375,16.42862655600986,0.04207517115550267,778.0297297297298,748.0,815.0,0.0
L15_S207,20300.0,640336.5763546798,3972161.8965517236,1212.0098522167489,1160.0295566502464,1175.960591133005,2191.817733990148,0.2915930908008162,0.15932227811991728,0.6216338774547201,1.182666661704115,-0.2617819590741778,0.30815095054398617,39.74285888671875,34.51905562490078,0.09272038852199543,336.42857142857144,290.0,384.0,0.0
L15_S244,13500.0,640014.3333333335,3972048.777777778,879.9629629629628,1069.3925925925926,1075.7851851851854,2456.3925925925932,0.4678434084962915,0.16624518596670693,0.6145911404380092,1.0083802457208986,-0.17981453869077896,0.3888348086564629,29.11571502685547,21.472363139964923,0.0942277058131165,179.7037037037037,147.0,217.0,0.0
L15_S259,672700.0,641134.622417125,3971500.1048015463,1589.404638025866,1303.9980674892226,1268.5079530251226,2457.773301620336,0.22018133635090406,0.3278781326659731,0.8558731040602651,1.3873035539325391,-0.5288862770811494,0.3066459497473154,42.23184585571289,21.60068062491415,0.11167511044872278,409.4428422773896,165.0,699.0,0.0
L15_S304,19100.0,643518.1413612566,3971890.9162303675,485.2460732984293,775.2303664921466,819.3036649214661,2886.0890052356017,0.7101659372214871,-0.0016030101913925875,0.4851655192400148,0.6932600349655951,-0.14827327492661502,0.5747713988051989,28.65462875366211,21.267502769749825,0.048412984120050025,799.1884816753927,763.0,840.0,0.0
L15_S325,20700.0,642983.8888888889,3971791.570048309,522.3429951690821,791.4009661835747,840.4106280193238,2782.666666666666,0.6822702772375466,0.01336780919160262,0.5014943054332826,0.7180515300248556,-0.14141367360553592,0.5553090327603806,35.60741806030273,18.059200761398827,0.05223363895275167,725.5893719806762,686.0,768.0,0.0
L15_S329,29300.0,642389.3344709898,3971695.0341296927,505.7201365187713,817.2627986348123,837.9351535836178,3090.976109215017,0.7174895407803636,-0.002443246025579027,0.480802871159726,0.7203060299056382,-0.16248713646071355,0.5802735586622062,33.76552200317383,20.539857027880572,0.058346890319939775,633.7098976109215,594.0,673.0,0.0
L15_S330,31300.0,642517.1086261981,3971749.664536741,532.0607028753993,795.0511182108626,845.0926517571886,2802.2939297124603,0.6789030625987739,0.010076454693279785,0.5199106349922217,0.7240681570178022,-0.17105919496415142,0.5555287172047856,35.142635345458984,23.086805876832422,0.05236952903028875,662.7539936102238,614.0,699.0,0.0
L15_S485,10000.0,643513.9,3971372.8,1564.43,1322.97,1268.89,2548.26,0.2410485164821148,0.25449948871508243,0.7273264354467393,1.3854299950599671,-0.3823541892599314,0.3159407815337181,32.974761962890625,29.689585285186766,0.1111231977492571,830.14,799.0,872.0,0.0
L15_S498,19600.0,640605.2551020408,3971311.1224489794,1074.2704081632653,1159.7653061224491,1148.8010204081634,2243.734693877551,0.35290719188597736,0.17330427941086948,0.6174531022504884,1.1276122456302449,-0.20484386909068847,0.3184394457814645,42.354087829589844,34.3242966009646,0.06913193125201733,213.59183673469386,161.0,274.0,0.0
L15_S858,13700.0,641726.7518248175,3970394.197080292,1718.7007299270074,1549.9343065693429,1522.8759124087592,2046.5620437956204,0.09561386462861847,0.3767250812184201,0.7138531199336922,1.597170318130159,-0.676815153799788,0.14304375490785515,39.30852127075195,31.788921119522875,0.07277850883530222,291.84671532846716,247.0,338.0,1.0
L15_S892,18700.0,641541.8983957219,3970276.6577540105,1474.4224598930484,1365.7967914438502,1408.6417112299466,1739.0267379679144,0.0864692694771497,0.4154383540153504,0.7767532279784667,1.4162869918792642,-0.5274100744309911,0.12315292243053888,40.50297546386719,34.338108939920524,0.07977918331277244,161.54545454545453,73.0,268.0,1.0
L15_S897,11600.0,641751.1206896552,3970301.5517241373,1739.2758620689654,1603.6810344827584,1585.7931034482758,1969.698275862069,0.06893440588489817,0.2423390564348163,0.590437705917605,1.6429166629396637,-0.5868141508564867,0.10627058710389096,44.03478240966797,35.34405075270554,0.05312856581415338,236.93965517241375,185.0,307.0,1.0
L15_S920,30500.0,641599.655737705,3970127.2622950817,1666.6131147540984,1506.2524590163935,1497.7311475409836,1777.8524590163934,0.03382821837659605,0.2441698487390016,0.6453257466925949,1.5568655756653331,-0.4343995452110396,0.0844371266682159,44.38460922241211,35.43034050738225,0.024379216555933482,90.48852459016392,0.0,252.0,1.0
L15_S921,15100.0,641819.3708609272,3970223.476821192,1903.4039735099334,1725.2582781456954,1679.708609271523,2038.8278145695365,0.03881686745338305,0.27161876968299314,0.6879600570691342,1.7694569502445243,-0.7767389231170251,0.08594289069242825,45.07796478271485,36.502206284478795,0.04314037034941825,225.76821192052984,141.0,285.0,1.0
L15_S937,10100.0,641726.2871287129,3970184.702970297,1865.5841584158413,1716.5148514851487,1708.4653465346537,1906.80198019802,0.01098271999663747,0.172383151948452,0.5559207363293903,1.7635214517612268,-0.43928624123408655,0.052240140934354896,45.07796478271485,36.831497286806005,0.020582225081501617,164.27722772277227,115.0,209.0,1.0
L15_S942,12100.0,641635.9917355372,3970184.8347107437,1757.9256198347107,1583.01652892562,1573.6776859504132,1878.2561983471076,0.03671727706110567,0.3692561063515253,0.7358624895742117,1.63820661000969,-0.67433542396473,0.08991742134094237,41.63002014160156,35.59776403884257,0.022676888630102,144.87603305785126,87.0,201.0,1.0
L15_S951,12300.0,641485.243902439,3970139.471544716,1669.6910569105692,1549.7723577235772,1554.9268292682927,1740.081300813008,0.020676736164804,0.20186996338813284,0.6049551629438633,1.5914634165725088,-0.4330922675989114,0.057560071188244764,44.38460922241211,33.38766137565055,0.03380245754752702,56.081300813008134,1.0,130.0,1.0
L15_S964,11500.0,641836.8260869565,3970114.478260869,1844.0608695652172,1696.0434782608695,1673.6260869565217,1956.9130434782608,0.03417998987437307,0.4153572069562,0.7409904241561891,1.7379101442254108,-0.7996333282926809,0.07476315436803778,39.926605224609375,34.808996349832285,0.04875282692196577,167.66956521739132,85.0,229.0,1.0
L15_S981,14100.0,641682.2340425532,3970035.6382978717,1793.886524822695,1669.2836879432625,1647.6382978723404,1811.8297872340424,0.005394712478130501,0.16579700452903062,0.6010437890992942,1.7036028373325969,-0.4791381722910607,0.041574119174099984,40.59044647216797,30.416066641503196,0.027897936503356653,63.418439716312065,0.0,157.0,1.0
L15_S994,12600.0,641451.3492063492,3970033.2539682537,1531.5793650793648,1476.642857142857,1538.2380952380954,1474.3174603174602,-0.034851838990266164,0.03192392748268691,0.5889828224030752,1.515486767367711,0.3752314892102269,-0.017129235503648126,43.146484375,6.9773548240699474,0.05642753264438065,1.9761904761904765,0.0,22.0,1.0
L15_S1009,12100.0,641792.2727272727,3969943.8429752076,1692.8264462809918,1597.5371900826447,1626.388429752066,1808.0991735537189,0.034755476854341334,0.2275416551294392,0.6199765451683485,1.6389173554980063,-0.4417716074794577,0.06279636073370719,39.02790832519531,31.819340059579893,0.08969854363355755,52.752066115702476,2.0,132.0,1.0
L15_S1017,23800.0,641696.9747899161,3969932.8151260493,1718.4915966386554,1651.4873949579835,1695.5378151260504,1697.6638655462186,-0.011156503373425369,0.07437758738793307,0.5571898030383247,1.6885056034857486,-0.017284462112980355,0.005741232664088577,39.10060119628906,17.910319825180434,0.048095928923766906,24.336134453781508,0.0,107.0,1.0
L16_S469,27400.0,414086.9343065693,5305394.635036496,1263.0,1100.0255474452554,1133.912408759124,1804.5328467153288,0.17787838836003395,0.02910288516825055,0.4950841774035544,1.1656459848376086,0.04011769127901327,0.24140988450742115,34.954708099365234,22.397667451496538,0.05212257458508885,556.5656934306569,509.0,598.0,0.0
L16_S991,25300.0,412998.87351778656,5304075.039525691,1023.3083003952568,1020.5849802371539,1088.189723320158,1605.695652173913,0.2417445183895425,0.2401372537255221,0.7511994932951193,1.0440276696276758,-0.38776038379294303,0.2288874091926535,40.125709533691406,27.259708683481325,0.16418492314019226,442.7667984189723,385.0,489.0,1.0
L16_S1032,29900.0,413081.6889632107,5303929.013377926,670.6354515050168,787.1070234113713,883.0702341137123,1736.8528428093646,0.4484584737141978,0.03552779308200992,0.5258075427450862,0.7802709010133775,-0.05341582353443708,0.3728749547963557,39.82567596435547,21.268933449301826,0.1627438956479165,449.494983277592,387.0,494.0,0.0
L16_S1039,16200.0,412188.8271604938,5303940.864197532,1046.3271604938273,960.1296296296297,1012.0493827160493,1979.4567901234568,0.3099530210465561,0.0071108553826361234,0.5011342890836574,1.006168723842244,-0.03807307870010845,0.3464231934444404,14.974874496459961,7.500605128429553,0.06507363073803761,745.5,725.0,757.0,0.0
L16_S1068,9300.0,411210.6989247312,5303884.784946237,1004.7956989247313,933.7956989247313,1005.3225806451613,1792.548387096774,0.283809868078078,0.030373086556053714,0.5345233720476911,0.9813046583565332,-0.04718670560677926,0.3151417050951271,27.807239532470703,11.565711621315248,0.09210307503579764,708.3333333333335,685.0,714.0,0.0
L16_S1104,15700.0,412685.127388535,5303772.133757962,663.7898089171973,760.4522292993629,857.1910828025477,1703.2547770700635,0.4396909537968362,0.003198761541350407,0.5574574178191507,0.7604777068848823,-0.08878583182390945,0.3800010876670765,40.38692092895508,34.37992370508279,0.08430956152214368,622.796178343949,547.0,692.0,0.0
L16_S1115,11800.0,411023.8135593221,5303705.423728813,803.2203389830509,839.0762711864406,914.8644067796613,1874.127118644068,0.4030455036436097,0.017004710966444937,0.4967818964841002,0.8523870085255575,-0.0458076748981188,0.3816865427514254,14.930075645446776,9.578923673953039,0.08340082990037183,731.6271186440677,716.0,746.0,0.0
L16_S1250,18600.0,411895.9139784947,5303358.333333333,1099.47311827957,988.8870967741935,1044.9032258064515,1923.7043010752689,0.2756263874871757,0.015540650103424904,0.5179527866583998,1.044421147915625,-0.02414989642983851,0.32120745989584154,24.55607414245605,14.904746542694747,0.06742392953044625,755.494623655914,727.0,784.0,0.0
L16_S1390,26300.0,412000.96958174906,5303040.7794676805,1341.9771863117874,1122.5209125475283,1154.4334600760455,2062.657794676806,0.21211898349537145,0.03451729184344142,0.5398058172867779,1.206310520380622,-0.004920574725578325,0.2946906708492525,24.936283111572266,14.473033402809172,0.041910179766751966,703.8250950570343,678.0,719.0,0.0
L17_S349,30400.0,398562.92763157893,4699053.782894737,393.4276315789474,646.0657894736843,734.0822368421052,3617.0986842105267,0.8027641841847646,-0.2661046159796809,0.3100547139091711,0.5911918851105791,-0.1276084224227816,0.6957380259899717,32.07305908203125,21.6412708257374,0.011920591574284788,1367.608552631579,1323.0,1441.0,0.0
L17_S384,22500.0,400773.9777777777,4699010.466666667,429.64888888888885,772.1777777777777,785.7777777777777,3867.524444444444,0.7997024154663086,-0.2612263762950897,0.25418183624744417,0.662534814675649,-0.2412325944668717,0.6667644341786703,26.400188446044922,20.72086294386122,0.01906672692133321,854.1911111111111,804.0,903.0,0.0
L17_S406,36200.0,401147.81767955795,4698899.1160221,501.2292817679558,848.0359116022099,826.7348066298343,3780.383977900553,0.7654399503001851,-0.2033416657034534,0.22866472675984734,0.7253333336740567,-0.2948700439246649,0.6329499565435378,23.088308334350586,18.09428135466181,0.0502088762387551,803.6187845303868,755.0,872.0,0.0
L17_S452,70500.0,397709.17021276604,4698752.120567376,854.7659574468087,1010.1659574468083,951.8,3355.1815602836878,0.5932997668043096,-0.3118860276402734,0.6218740945589458,0.9389106381869484,-0.2172111729242928,0.5356766322403089,36.17751693725586,28.877072309940424,0.06910231674605227,1759.2283687943266,1641.0,1888.0,0.0
L17_S493,34900.0,398745.4584527221,4698665.028653295,1129.1260744985673,1081.5616045845272,1087.272206303725,2902.67335243553,0.44961602025182335,0.0717994134562433,0.6712366190544172,1.0993199621708825,-0.5664175711999138,0.4579117843790519,32.38570022583008,23.86841147130403,0.17762867896083775,1390.3295128939828,1293.0,1541.0,1.0
L17_S602,38900.0,401463.1233933162,4698406.491002571,445.5475578406169,754.1619537275064,796.6992287917736,3778.41645244216,0.7868214641867689,-0.13602656936739838,0.3255774572606565,0.665469581026651,-0.31087492027135616,0.6647763960159223,34.972347259521484,18.570374572185134,0.029063655255041575,800.4138817480721,735.0,860.0,0.0
L17_S668,51100.0,399162.94520547945,4698200.068493151,478.6164383561644,755.7651663405087,782.7553816046968,4445.062622309198,0.8051820463280388,-0.22735860031790694,-0.0032226500842796545,0.6723789952972398,0.4046334815913276,0.7088693715704864,53.47894668579102,35.537086639852205,0.0743533235258348,1377.6262230919767,1263.0,1480.0,0.0
L17_S669,69100.0,399181.64254703326,4698112.438494935,1120.4370477568739,1107.2966714905933,1116.4052098408104,2932.034732272069,0.4505227833296214,-0.011337241042990307,0.7415289430516501,1.1147129756496887,-0.6804158814122035,0.4491372007105699,45.43539428710938,26.4571597117246,0.1736946126874725,1321.9565846599132,1165.0,1510.0,1.0
L17_S719,24600.0,397641.0162601626,4698018.048780488,1143.3536585365853,1212.9105691056911,1124.4756097560976,3160.1016260162605,0.468960867785826,0.001783843389166873,0.28349096555171943,1.1602466106414795,2.251547260497644,0.44515479810354186,41.648658752441406,35.547027479342326,0.05794935714362597,1871.5975609756094,1782.0,1949.0,0.0
L17_S988,125300.0,400470.8180367119,4697182.0311253,420.7166799680766,701.2817238627295,762.7326416600158,4356.5826017557865,0.8237768901127009,-0.2406464216053099,-0.002263583477773673,0.6282436823426297,0.3306424318538148,0.7225133579726801,49.35647964477539,25.0590843612065,0.0289846548750396,1195.5490822027134,906.0,1341.0,0.0
L17_S1379,43000.0,400269.6511627907,4695998.651162791,407.18604651162786,672.4186046511627,738.2046511627907,3907.116279069768,0.8104384795177815,-0.26533180388600325,0.15163198465286473,0.6059364345184592,0.04188490650984784,0.7052825002476226,48.06913757324219,26.970976140887238,0.027352375148384032,1499.6697674418604,1429.0,1581.0,0.0
L17_S1433,23000.0,400562.73913043475,4695903.956521738,401.7173913043478,693.6260869565217,740.5782608695653,4316.5,0.8290552660174991,-0.28654433579548544,0.027558167072081984,0.6119739102280658,0.3240805999547972,0.7221900522708893,44.9666748046875,25.29594318763069,0.015996438276994488,1427.6260869565217,1349.0,1474.0,0.0
L18_S676,26400.0,734989.9242424242,5048311.515151517,309.5719696969697,556.3825757575759,689.9507575757576,2341.6704545454545,0.7391105497425253,-0.0349353371039163,0.491224630086711,0.5186351002617315,0.005053375571426868,0.5788204630441738,72.75984191894531,26.631293554197654,0.07750073782958541,91.2310606060606,44.0,298.0,0.0
L18_S755,296400.0,736526.2112010797,5047939.510796221,582.4267881241567,685.7081646423752,809.8201754385965,1313.780701754386,0.36236866556614505,-0.18517138787469692,0.716609888804345,0.6926517091822206,-0.2093154191322617,0.2777901188200673,66.9805908203125,43.952148298502934,0.11054821993637826,1089.1457489878544,602.0,1596.0,0.0
L18_S905,89700.0,735131.4548494982,5047646.059085841,542.7670011148272,657.5685618729098,773.7012263099218,1620.4448160535114,0.4875912844237675,-0.0036005734637589376,0.6667110767119971,0.6580122620897283,-0.11559380478925955,0.4057052287054035,52.30277633666992,32.16890530814827,0.11238487632561024,221.07023411371242,59.0,422.0,1.0
L18_S937,28100.0,733479.5907473309,5047624.964412811,324.9466192170818,574.6370106761566,678.9466192170819,2269.1387900355867,0.7454368209075249,0.011772131635698443,0.4874101380860678,0.5261767503417684,0.021166635469400515,0.5900463433240232,61.32064819335938,36.459553402938035,0.031591760574631214,419.932384341637,224.0,534.0,0.0
L18_S1067,19100.0,735101.3350785341,5047423.272251309,335.90052356020936,552.869109947644,690.2303664921466,1636.7068062827225,0.6576476334277248,-0.08894643493448336,0.5382132890648866,0.5263333340901979,-0.04258367233747843,0.4911026197890336,38.2962532043457,30.232336433770147,0.09779964586359044,120.4869109947644,72.0,179.0,0.0
L18_S1093,34500.0,735190.8840579711,5047322.507246377,514.8579710144927,646.9652173913042,783.1391304347826,1586.7623188405796,0.487849493259969,-0.15497446767057876,0.7082188866276672,0.6483207736326301,-0.16941870460759145,0.3946750811530628,53.86736297607422,32.84363470768583,0.13658482333024344,119.61739130434782,60.0,199.0,1.0
L18_S1291,22800.0,736675.0438596491,5046865.52631579,954.1140350877192,948.9561403508773,993.6315789473683,2262.7236842105262,0.4056592416345027,0.015362806794208856,0.5285289854856959,0.9655672531378896,-0.036249030864079636,0.4071222423461446,52.218711853027344,37.58886660191051,0.06355748271667644,958.1929824561405,891.0,1035.0,0.0
L18_S1392,30100.0,735510.4817275747,5046555.332225913,202.04983388704318,375.6644518272426,614.7408637873754,438.8405315614618,0.34522279186106203,-0.09497653887927396,0.5066883233298495,0.3974850500540876,0.013827080442531474,0.05272033750087307,65.68158721923828,57.3998420436517,0.11695276127750692,274.5448504983389,134.0,430.0,0.0
L18_S1500,14600.0,736769.9315068494,5046405.410958904,440.58219178082186,690.431506849315,729.8698630136986,2659.376712328767,0.714590359224032,0.011001178036865098,0.5234215645349191,0.6202945211162306,-0.0034930409248324253,0.5866207511049427,49.44601440429688,41.044021632573376,0.06334390265433347,707.4041095890411,634.0,780.0,0.0
L1_S311,19700.0,374621.040609137,3550319.2131979694,675.9238578680203,781.3045685279187,809.7817258883249,1569.6852791878173,0.3886221470264009,0.04022324263581505,0.4146031440060756,0.7556700500740012,0.19871255801636065,0.32461977708460715,43.10836410522461,29.44769267745429,0.16514503129469565,3640.5126903553296,3584.0,3716.0,0.0
L1_S367,23600.0,371944.0254237288,3550172.881355932,385.72033898305085,651.3474576271186,652.7669491525422,3760.2203389830506,0.8115719986163964,-0.1754879768922041,0.13654739423102494,0.5632782485020362,0.28865526610259284,0.7023039538476427,63.56109619140625,27.927077968241807,0.07838112776467608,2376.8898305084745,2328.0,2446.0,0.0
L1_S379,32900.0,373779.86322188453,3550179.3161094226,1098.3465045592702,1117.437689969605,1135.7781155015198,1328.917933130699,0.1039876353402026,0.5384294999435001,0.6513607020979594,1.1171874364096344,-0.3737927295641244,0.09261956323466496,53.93549728393555,37.397655069646866,0.1867448594194687,3358.0486322188453,3227.0,3445.0,1.0
